album,year,number,title,lyric,,
,,Red,Begin Again,And for the first time what's past is past,31,2012
,,Red,Begin Again,'Cause you throw your head back laughing like a little kid,32,2012
,,Red,Begin Again,I think it's strange that you think I'm funny 'cause he never did,33,2012
,,Red,Begin Again,I've been spending the last eight months,34,2012
,,Red,Begin Again,Thinking all love ever does is break and burn and end,35,2012
,,Red,Begin Again,"But on a Wednesday in a cafe, I watched it begin again",36,2012
,,Red,Begin Again,"But on a Wednesday in a cafe, I watched it begin again",37,2012
,,Red,The Moment I Knew,You should've been there,1,2012
,,Red,The Moment I Knew,Should've burst through the door,2,2012
,,Red,The Moment I Knew,With that 'baby I'm right here' smile,3,2012
,,Red,The Moment I Knew,And it would've felt like,4,2012
,,Red,The Moment I Knew,A million little shining stars had just aligned,5,2012
,,Red,The Moment I Knew,And I would've been so happy,6,2012
,,Red,The Moment I Knew,Christmas lights glisten,7,2012
,,Red,The Moment I Knew,I've got my eye on the door,8,2012
,,Red,The Moment I Knew,Just waiting for you to walk in,9,2012
,,Red,The Moment I Knew,But the time is ticking,10,2012
,,Red,The Moment I Knew,People ask me how I've been,11,2012
,,Red,The Moment I Knew,As I comb back through my memory,12,2012
,,Red,The Moment I Knew,How you said you'd be here,13,2012
,,Red,The Moment I Knew,You said you'd be here,14,2012
,,Red,The Moment I Knew,And it was like slow motion,15,2012
,,Red,The Moment I Knew,Standing there in my party dress,16,2012
,,Red,The Moment I Knew,In red lipstick,17,2012
,,Red,The Moment I Knew,With no one to impress,18,2012
,,Red,The Moment I Knew,And they're all laughing,19,2012
,,Red,The Moment I Knew,As I'm looking around the room,20,2012
,,Red,The Moment I Knew,But there was one thing missing,21,2012
,,Red,The Moment I Knew,And that was the moment I knew,22,2012
,,Red,The Moment I Knew,And the hours pass by,23,2012
,,Red,The Moment I Knew,Now I just wanna be alone,24,2012
,,Red,The Moment I Knew,But your close friends always seem to know,25,2012
,,Red,The Moment I Knew,When there's something really wrong,26,2012
,,Red,The Moment I Knew,So they follow me down the hall,27,2012
,,Red,The Moment I Knew,And there in the bathroom,28,2012
,,Red,The Moment I Knew,I try not to fall apart,29,2012
,,Red,The Moment I Knew,And the sinking feeling starts,30,2012
,,Red,The Moment I Knew,As I say hopelessly,31,2012
,,Red,The Moment I Knew,"""He said he'd be here""",32,2012
,,Red,The Moment I Knew,And it was like slow motion,33,2012
,,Red,The Moment I Knew,Standing there in my party dress,34,2012
,,Red,The Moment I Knew,In red lipstick,35,2012
,,Red,The Moment I Knew,With no one to impress,36,2012
,,Red,The Moment I Knew,And they're all laughing,37,2012
,,Red,The Moment I Knew,And asking me about you,38,2012
,,Red,The Moment I Knew,But there was one thing missing,39,2012
,,Red,The Moment I Knew,And that was the moment I knew,40,2012
,,Red,The Moment I Knew,What do you say,41,2012
,,Red,The Moment I Knew,When tears are streaming down your face,42,2012
,,Red,The Moment I Knew,In front of everyone you know?,43,2012
,,Red,The Moment I Knew,And what do you do when the one,44,2012
,,Red,The Moment I Knew,Who means the most to you,45,2012
,,Red,The Moment I Knew,Is the one who didn't show?,46,2012
,,Red,The Moment I Knew,You should've been here,47,2012
,,Red,The Moment I Knew,And I would've been so happy,48,2012
,,Red,The Moment I Knew,And it was like slow motion,49,2012
,,Red,The Moment I Knew,Standing there in my party dress,50,2012
,,Red,The Moment I Knew,In red lipstick,51,2012
,,Red,The Moment I Knew,With no one to impress,52,2012
,,Red,The Moment I Knew,And they're all standing around me singing,53,2012
,,Red,The Moment I Knew,"""Happy birthday to you""",54,2012
,,Red,The Moment I Knew,But there was one thing missing,55,2012
,,Red,The Moment I Knew,And that was the moment I knew,56,2012
,,Red,The Moment I Knew,Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh,57,2012
,,Red,The Moment I Knew,I knew,58,2012
,,Red,The Moment I Knew,Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh,59,2012
,,Red,The Moment I Knew,You call me later,60,2012
,,Red,The Moment I Knew,"And said, ""I'm sorry I didn't make it""",61,2012
,,Red,The Moment I Knew,"And I said, ""I'm sorry too""",62,2012
,,Red,The Moment I Knew,And that was the moment I knew,63,2012
,,Red,Come Back... Be Here,You said it in a simple way,1,2012
,,Red,Come Back... Be Here,"4 AM, the second day",2,2012
,,Red,Come Back... Be Here,How strange that I don't know you at all,3,2012
,,Red,Come Back... Be Here,Stumbled through the long goodbye,4,2012
,,Red,Come Back... Be Here,"One last kiss, then catch your flight",5,2012
,,Red,Come Back... Be Here,Right when I was just about to fall,6,2012
,,Red,Come Back... Be Here,I told myself don't get attached,7,2012
,,Red,Come Back... Be Here,But in my mind I play it back,8,2012
,,Red,Come Back... Be Here,Spinning faster than the plane that took you,9,2012
,,Red,Come Back... Be Here,And this is when the feeling sinks in,10,2012
,,Red,Come Back... Be Here,I don't wanna miss you like this,11,2012
,,Red,Come Back... Be Here,"Come back be here, come back be here",12,2012
,,Red,Come Back... Be Here,I guess you're in New York today,13,2012
,,Red,Come Back... Be Here,I don't wanna need you this way,14,2012
,,Red,Come Back... Be Here,"Come back be here, come back be here",15,2012
,,Red,Come Back... Be Here,The delicate beginning rush,16,2012
,,Red,Come Back... Be Here,The feeling you can know so much,17,2012
,,Red,Come Back... Be Here,Without knowing anything at all,18,2012
,,Red,Come Back... Be Here,And now that I can put this down,19,2012
,,Red,Come Back... Be Here,If I had known what I'd known now,20,2012
,,Red,Come Back... Be Here,I never would have played so nonchalant,21,2012
,,Red,Come Back... Be Here,Taxi cabs and busy streets,22,2012
,,Red,Come Back... Be Here,That never bring you back to me,23,2012
,,Red,Come Back... Be Here,I can't help but wish you took me with you,24,2012
,,Red,Come Back... Be Here,And this is when the feeling sinks in,25,2012
,,Red,Come Back... Be Here,I don't wanna miss you like this,26,2012
,,Red,Come Back... Be Here,"Come back be here, come back be here",27,2012
,,Red,Come Back... Be Here,I guess you're in London today,28,2012
,,Red,Come Back... Be Here,I don't wanna need you this way,29,2012
,,Red,Come Back... Be Here,"Come back be here, come back be here",30,2012
,,Red,Come Back... Be Here,This is falling in love in the cruelest way,31,2012
,,Red,Come Back... Be Here,This is falling for you and you are worlds away,32,2012
,,Red,Come Back... Be Here,New York be here,33,2012
,,Red,Come Back... Be Here,But you're in London and I break down,34,2012
,,Red,Come Back... Be Here,Cause it's not fair that you're not around,35,2012
,,Red,Come Back... Be Here,I don't wanna miss you like this,36,2012
,,Red,Come Back... Be Here,Come back be here,37,2012
,,Red,Come Back... Be Here,Come back be here,38,2012
,,Red,Girl at Home,"Don't look at me, you got a girl at home",1,2012
,,Red,Girl at Home,"And everybody knows that, everybody knows that",2,2012
,,Red,Girl at Home,"Don't look at me, you got a girl at home",3,2012
,,Red,Girl at Home,"And everybody knows that, everybody knows that",4,2012
,,Red,Girl at Home,I don't even know her,5,2012
,,Red,Girl at Home,But I feel a responsibility to do what's upstanding and right,6,2012
,,Red,Girl at Home,"It's kinda like a code, yeah",7,2012
,,Red,Girl at Home,And you've been getting closer and closer,8,2012
,,Red,Girl at Home,And crossing so many lines,9,2012
,,Red,Girl at Home,And it would be a fine proposition,10,2012
,,Red,Girl at Home,If I was a stupid girl,11,2012
,,Red,Girl at Home,But honey I am no one's exception,12,2012
,,Red,Girl at Home,This I have previously learned,13,2012
,,Red,Girl at Home,"So don't look at me, you got a girl at home",14,2012
,,Red,Girl at Home,"And everybody knows that, everybody knows that",15,2012
,,Red,Girl at Home,"Don't look at me, you got a girl at home",16,2012
,,Red,Girl at Home,"And everybody knows that, everybody knows that",17,2012
,,Red,Girl at Home,I see you turn off your phone,18,2012
,,Red,Girl at Home,"Now you've got me alone, and I say",19,2012
,,Red,Girl at Home,"Don't look at me, you got a girl at home",20,2012
,,Red,Girl at Home,"And everybody knows that, everybody knows that",21,2012
,,Red,Girl at Home,I just want to make sure,22,2012
,,Red,Girl at Home,You understand perfectly you're the kind of man who makes me sad,23,2012
,,Red,Girl at Home,"While she waits up, you chase down the newest thing",24,2012
,,Red,Girl at Home,And take for granted what you have,25,2012
,,Red,Girl at Home,And it would be a fine proposition,26,2012
,,Red,Girl at Home,If I was a stupid girl,27,2012
,,Red,Girl at Home,"And yeah, I might go with it",28,2012
,,Red,Girl at Home,If I hadn't once been just like her,29,2012
,,Red,Girl at Home,"So don't look at me, you got a girl at home",30,2012
,,Red,Girl at Home,"And everybody knows that, everybody knows that",31,2012
,,Red,Girl at Home,"Don't look at me, you got a girl at home",32,2012
,,Red,Girl at Home,"And everybody knows that, everybody knows that",33,2012
,,Red,Girl at Home,I see you turn off your phone,34,2012
,,Red,Girl at Home,"Now you've got me alone, and I say",35,2012
,,Red,Girl at Home,"Don't look at me, you got a girl at home",36,2012
,,Red,Girl at Home,"And everybody knows that, everybody knows that",37,2012
,,Red,Girl at Home,"Call a cab, lose my number",38,2012
,,Red,Girl at Home,You're about to lose your girl,39,2012
,,Red,Girl at Home,"Call a cab, lose my number",40,2012
,,Red,Girl at Home,Let's consider this lesson learned,41,2012
,,Red,Girl at Home,Want to see you pick up your phone,42,2012
,,Red,Girl at Home,And tell her you're coming home,43,2012
,,Red,Girl at Home,"Don't look at me, you got a girl at home",44,2012
,,Red,Girl at Home,"And everybody knows that, everybody knows that",45,2012
,,Red,Girl at Home,It would be a fine proposition,46,2012
,,Red,Girl at Home,If I hadn't once been just like her,47,2012
,,1989,Welcome to New York,"Walking through a crowd, the village is aglow",1,2014
,,1989,Welcome to New York,Kaleidoscope of loud heartbeats under coats,2,2014
,,1989,Welcome to New York,Everybody here wanted something more,3,2014
,,1989,Welcome to New York,Searching for a sound we hadn't heard before,4,2014
,,1989,Welcome to New York,And it said,5,2014
,,1989,Welcome to New York,Welcome to New York!,6,2014
,,1989,Welcome to New York,It's been waiting for you,7,2014
,,1989,Welcome to New York,Welcome to New York,8,2014
,,1989,Welcome to New York,Welcome to New York,9,2014
,,1989,Welcome to New York,Welcome to New York!,10,2014
,,1989,Welcome to New York,It's been waiting for you,11,2014
,,1989,Welcome to New York,Welcome to New York,12,2014
,,1989,Welcome to New York,Welcome to New York,13,2014
,,1989,Welcome to New York,It's a new soundtrack,14,2014
,,1989,Welcome to New York,I could dance to this beat (beat),15,2014
,,1989,Welcome to New York,Forevermore,16,2014
,,1989,Welcome to New York,The lights are so bright,17,2014
,,1989,Welcome to New York,But they never blind me (me),18,2014
,,1989,Welcome to New York,Welcome to New York!,19,2014
,,1989,Welcome to New York,It's been waiting for you,20,2014
,,1989,Welcome to New York,Welcome to New York,21,2014
,,1989,Welcome to New York,Welcome to New York,22,2014
,,1989,Welcome to New York,When we first dropped our bags on apartment floors,23,2014
,,1989,Welcome to New York,"Took our broken hearts, put them in a drawer",24,2014
,,1989,Welcome to New York,Everybody here was someone else before,25,2014
,,1989,Welcome to New York,And you can want who you want,26,2014
,,1989,Welcome to New York,Boys and boys and girls and girls,27,2014
,,1989,Welcome to New York,Welcome to New York!,28,2014
,,1989,Welcome to New York,It's been waiting for you,29,2014
,,1989,Welcome to New York,Welcome to New York,30,2014
,,1989,Welcome to New York,Welcome to New York,31,2014
,,1989,Welcome to New York,Welcome to New York!,32,2014
,,1989,Welcome to New York,It's been waiting for you,33,2014
,,1989,Welcome to New York,Welcome to New York,34,2014
,,1989,Welcome to New York,Welcome to New York,35,2014
,,1989,Welcome to New York,It's a new soundtrack,36,2014
,,1989,Welcome to New York,I could dance to this beat (beat),37,2014
,,1989,Welcome to New York,Forevermore,38,2014
,,1989,Welcome to New York,The lights are so bright,39,2014
,,1989,Welcome to New York,But they never blind me (me),40,2014
,,1989,Welcome to New York,Welcome to New York!,41,2014
,,1989,Welcome to New York,It's been waiting for you,42,2014
,,1989,Welcome to New York,Welcome to New York,43,2014
,,1989,Welcome to New York,Welcome to New York,44,2014
,,1989,Welcome to New York,"Like any great love, it keeps you guessing",45,2014
,,1989,Welcome to New York,"Like any real love, it's ever-changing",46,2014
,,1989,Welcome to New York,"Like any true love, it drives you crazy",47,2014
,,1989,Welcome to New York,"But you know you wouldn't change anything, anything, anything",48,2014
,,1989,Welcome to New York,Welcome to New York!,49,2014
,,1989,Welcome to New York,It's been waiting for you,50,2014
,,1989,Welcome to New York,Welcome to New York,51,2014
,,1989,Welcome to New York,Welcome to New York,52,2014
,,1989,Welcome to New York,Welcome to New York!,53,2014
,,1989,Welcome to New York,It's been waiting for you,54,2014
,,1989,Welcome to New York,Welcome to New York,55,2014
,,1989,Welcome to New York,Welcome to New York,56,2014
,,1989,Welcome to New York,It's a new soundtrack,57,2014
,,1989,Welcome to New York,I could dance to this beat (beat),58,2014
,,1989,Welcome to New York,Forevermore,59,2014
,,1989,Welcome to New York,The lights are so bright,60,2014
,,1989,Welcome to New York,But they never blind me (me),61,2014
,,1989,Welcome to New York,Welcome to New York!,62,2014
,,1989,Welcome to New York,It's been waiting for you,63,2014
,,1989,Welcome to New York,Welcome to New York,64,2014
,,1989,Welcome to New York,Welcome to New York,65,2014
,,1989,Blank Space,"Nice to meet you, where you been?",1,2014
,,1989,Blank Space,I could show you incredible things,2,2014
,,1989,Blank Space,"Magic, madness, heaven, sin",3,2014
,,1989,Blank Space,"Saw you there, and I thought",4,2014
,,1989,Blank Space,"""Oh my God, look at that face",5,2014
,,1989,Blank Space,You look like my next mistake,6,2014
,,1989,Blank Space,"Love's a game, wanna play?"" Ayy",7,2014
